BIZ_NAME,PRIMARY_EMAIL,PRIMARY_PHONE,LICENSE,PERMIT_ID,STREET_NO,STREET,CITY,STATE,ZIPCODE,PERMIT_DATE
DANNY SULLIVANS PLUMBING COMMON GROUND ELECTRIC MY HVAC GUYS LLC,,,,"""4173f9b01af62ec1""",293,PRICE RD,SELMA,NC,27576,2022-12-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b8b056516ff59047""",590,PARK WAY,CHULA VISTA,CA,91910,2017-03-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bf875ee2e53cc297""",6864,VIA CUESTA MANSA,RANCHO SANTA FE,CA,92067,2017-06-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9ab6e95a2ff4bbef""",2514,SINGING VISTA WAY,EL CAJON,CA,92019,2017-03-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6b3ecd67e1564707""",23646,POMELO RD,CORONA,CA,92883,2017-09-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6ff64960df8cb3f1""",7826,E ROSELAND DR,,CA,92037,2021-01-26
SULLIVAN ELECTRIC & PUMP INC.,,,,"""7fe7e8de873f1a20""",,,POMPANO BEACH,FL,,2017-01-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cba4439f31ed8701""",3315,BONITA WOODS DR,BONITA,CA,91902,2017-02-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cd4eb3f2f7eb20a3""",3418,OVERLAND SPR,ALPINE,CA,91901,2018-10-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""44c27d72e3e1a759""",13010,QUINCE CT,VALLEY CENTER,CA,92082,2016-06-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b952937707a685a3""",1122,SUNSET HEIGHTS RD,ESCONDIDO,CA,92026,2013-04-22
SULLIVAN ELECTRIC & PUMP INC.,,,,"""932b6213ff611491""",500,NW 127 AVE,PLANTATION,FL,,2009-06-03
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""407a671992e2062b""",3805,PALO ALTO DR,LAFAYETTE,CA,94549,2021-08-02
SULLIVANS ELECTRIC CO. INC.,,,,"""fde76dfd4ad29e76""",5405,BOISE ST,,OR,97392,2010-11-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c85552dde7b21059""",4848,54TH ST,SAN DIEGO,CA,92115,2021-01-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""94b54fbf36d4077a""",5134,VIA CINTA,SAN DIEGO,CA,92122,2018-10-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0b551556cc38afc2""",3203,SILVER MAPLE DR,YORBA LINDA,CA,92886,2013-05-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""75a32442a4e55ec1""",9975,FOX MEADOW RD,SAN DIEGO,CA,92127,2018-10-30
SULLIVAN SOLAR POWER,,,839077,"""411048b7b73a16b9""",9462,CASTLEGATE DR,HUNTINGTON BEACH,CA,92646,2012-09-14
SULLIVANS ELECTRIC CO. INC.,,,,"""22a1895e9e23d54e""",1125,WILCO RD,STAYTON,OR,97383,2000-11-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0f4bb9cfd4c25b60""",2931,RENAULT PL,SAN DIEGO,CA,92122,2020-08-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""017abc5619da7834""",9499,QUAIL CANYON RD,EL CAJON,CA,92021,2017-11-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9c4ea336821d1569""",2590,DOS LOMAS,FALLBROOK,CA,92028,2014-02-05
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""989416f65ce35cea""",1051,WILMINGTON AVE,SAN JOSE,CA,95129,2022-04-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0b8460960f91d342""",44918,BOUCHAINE ST,TEMECULA,CA,92592,2017-06-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1c1f0824c3ddb9a5""",3967,LAKE SHORE ST,FALLBROOK,CA,92028,2018-09-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""57789ba4f0c41889""",10543,HOLLINGSWORTH WAY,SAN DIEGO,CA,92127,2020-05-14
SULLIVAN ELECTRIC SERVICES CO.,,,,"""e5ab564d6a5baaa3""",1055,NW CENTER ST,ATLANTA,GA,30318,2018-03-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""418f723384e3400a""",14282,MEDIATRICE LN,SAN DIEGO,CA,92129,2020-03-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""2c67e069343e7941""",31321,VIA DEL VERDE,SAN JUAN CAPISTRANO,CA,92675,2016-02-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1bcb97cb4b39e2b0""",2241,CLL TIARA,,CA,92037,2019-05-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bdaa14a2d34a99fb""",957,RICHLAND RD,SAN MARCOS,CA,92069,2013-12-06
SULLIVAN ELECTRIC SERVICES CO.,,,,"""4d3ac8b8e1591b8c""",1240,OAKLAND DR SW,ATLANTA,GA,30310,2015-05-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6d1ea355a7d4e55a""",2525,REYNOLDS AVE,TUSTIN,CA,92782,2019-12-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f4da43c5bad49276""",2105,TWO HARBORS CIR,COSTA MESA,CA,92627,2017-03-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0508b85113112154""",16184,CAYENNE CREEK PL,SAN DIEGO,CA,92127,2019-08-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""14a361beb74827f8""",17078,MATINAL RD,SAN DIEGO,CA,92127,2020-11-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""75d05c726c674c44""",413,HORIZON VIEW DR,CHULA VISTA,CA,91910,2016-01-12
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9098283580450a60""",2864,PALOMINO CR SAN DIEGO CA 92037,SAN DIEGO,CA,,2021-04-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""319466e6e3f4a008""",7935,ENT LAZANJA,SAN DIEGO,CA,92127,2021-02-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""64cd6bbe972d888a""",11915,FUERTE VISTA LN,EL CAJON,CA,92020,2014-01-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""56851579be1d2133""",10337,LARIAT LN,LA MESA,CA,91941,2015-06-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""04cfbcb8a2af39c3""",12715,CLL DE LA SIENA,SAN DIEGO,CA,92130,2021-09-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3c936da7422cf2be""",12535,CLOUDESLY DR,SAN DIEGO,CA,92128,2021-01-25
SULLIVAN ELECTRICAL,,,,"""68e2e812aa803366""",633,BRADFORD RD,EL CAJON,CA,92019,2011-12-15
SULLIVANS ELECTRIC CO. INC.,,,,"""27b8380358e1728a""",,,,OR,,2012-07-03
SULLIVAN ELECTRIC & PUMP INC.,,,,"""ea05240e396120d0""",208,FERN ST,WEST PALM BEACH,FL,33401,2001-03-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cda18c2dd3756a98""",5414,CALLE BLANCA TRAILS SAN DIEGO CA,SAN DIEGO,CA,,2020-12-02
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""14073390c5fc29df""",12448,COUNTRY RD,VALLEY CENTER,CA,92082,2018-03-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5c0702f29957af52""",3437,HUGO ST,SAN DIEGO,CA,92106,2018-03-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""dd9bb3e5c55d8dc4""",4458,CAMINITO CUARZO SAN DIEGO CA 92117,SAN DIEGO,CA,,2021-06-05
SULLIVAN SOLAR POWER,,,839077,"""8e57303ce0b5b3af""",1792,CLYDESDALE CT,OCEANSIDE,CA,92057,2020-09-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""681d1b1c4e397e8e""",6773,CLEAR SKY TER,SAN DIEGO,CA,92120,2020-01-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e572d09d76684e4b""",15187,AVE RORRAS,SAN DIEGO,CA,92128,2020-09-21
SULLIVAN ELECTRIC & PUMP INC.,,,,"""c99d892609644380""",,,WEST PALM BEACH,FL,,2003-08-28
SULLIVAN SOLAR POWER,,,,"""fefe8003dcdea374""",2264,BLISS CIR,OCEANSIDE,CA,92056,2013-07-18
SULLIVAN SOLAR POWER,,,839077,"""fe687e9b2808199a""",431,MAINSAIL RD,OCEANSIDE,CA,92054,2014-03-12
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e02f55d15c09f0c9""",5966,SHAW LOPEZ ROW,SAN DIEGO,CA,92121,2019-11-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a638d5cb9cdf5b23""",11019,HARVEST DANCE WAY,SAN DIEGO,CA,92127,2020-08-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""59d0c033e0c5d581""",2988,LIVE OAK PARK RD,FALLBROOK,CA,92028,2017-03-16
JJ O'SULLIVAN ELECTRIC,,,850150,"""5dab53c581975af6""",1335,UNION ST,SAN FRANCISCO,CA,94109,2012-08-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""193513ad1fcae5a8""",5668,CAM DEL CIELO,BONSALL,CA,92003,2015-05-22
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""eb99125d02bc2198""",3584,ARNOLD AVE,SAN DIEGO,CA,92104,2019-07-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d088c219e45882fe""",4604,TERRAZA MAR MARVELOSA SAN DIEGO CA,SAN DIEGO,CA,,2020-12-18
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""32038650d5666b19""",109,MOJONERA CT,LOS GATOS,CA,95032,2020-10-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""44c1c71e7e8196f7""",2921,RENAULT ST,SAN DIEGO,CA,92122,2021-03-02
SULLIVAN SOLAR POWER,,,839077,"""ee9c464e526b8bea""",4931,COLUSA DR,OCEANSIDE,CA,92056,2016-03-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a6104406542224f8""",18990,CAMINITO CANTILENA SAN DIEGO CA,SAN DIEGO,CA,,2018-08-07
SULLIVAN SOLAR POWER,,,,"""5ae07cfdf2d3ff9c""",2931,MACDONALD ST,OCEANSIDE,CA,92054,2012-09-05
SULLIVAN ELECTRIC SERVICES CO.,,,,"""ac7b5564e7b848a8""",1240,OAKLAND DR SW,ATLANTA,GA,30310,2017-09-28
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f2a17b0e46405497""",7676,ST ANDREWS RD,RANCHO SANTA FE,CA,92067,2016-01-13
SULLIVAN ELECTRICAL,,,,"""c21e34a289389de8""",2266,GIRD RD,FALLBROOK,CA,92028,2011-11-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0b10793aad00fd44""",1098,VIA MIRALESTE,CHULA VISTA,CA,91910,2016-04-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d4374cdb4463447a""",133,LA CRESTA HEIGHTS RD,EL CAJON,CA,92021,2018-04-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9bf03aa8019233a6""",12741,LAUREL ST,LAKESIDE,CA,92040,2018-03-21
SULLIVAN ELECTRIC & PUMP INC.,,,,"""ac16fc86c78e1f52""",9200,W BROWARD BLVD,PLANTATION,FL,33324,2005-09-21
SULLIVANS ELECTRICAL SERVICE LLC,,,,"""965dd450fbfb081e""",1043,N BEVILLE AVE,INDIANAPOLIS,IN,46201,2020-03-16
SULLIVAN SOLAR POWER OF CALIFO BUS 2014-01494,,,839077,"""d4b39208f8f52783""",6401,BOISSERANC ST,ANAHEIM,CA,92807,2015-02-02
SULLIVAN ELECTRICAL,,,,"""884546dac975762e""",10268,PINON PL,LAKESIDE,CA,92040,2012-01-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6ae002940a3e5ef2""",27005,CALLE DE ENCINAS CT,VALLEY CENTER,CA,92082,2016-11-28
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""dcf89e8576a37157""",15868,THE RIVER TRL,RANCHO SANTA FE,CA,92067,2018-11-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e73e330270c03bf9""",14568,LYONS VALLEY RD,JAMUL,CA,91935,2015-02-23
SULLIVAN ELECTRICAL CONTRACTORS INC.,,,,"""12df33e6e101ebff""",13,ROOSEVELT ST,TAUNTON,MA,02780,2015-06-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9769de021e93cc86""",4054,LOMA ALTA DR,SAN DIEGO,CA,92115,2021-03-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""449ed94b61dfafc9""",724,SPRINGTIME WAY,EL CAJON,CA,92019,2018-03-07
SULLIVAN ELECTRIC & PUMP INC.,,,,"""82a108c29d2d8e79""",400,N FLAGLER DR,WEST PALM BEACH,FL,33401,2005-11-10
SULLIVAN ELECTRIC & PUMP INC.,,,,"""aa59917397ab2389""",1002,S J ST,LAKE WORTH,FL,33460,2016-01-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3aa1dfacd3b7ac67""",1404,S MAGNOLIA AVE,ONTARIO,CA,91762,2018-11-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""11810dd008872d53""",17462,GRACIOSA RD,SAN DIEGO,CA,92128,2021-06-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f844f514954fc061""",4822,DEL MAR AVE,SAN DIEGO,CA,92107,2019-05-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1effb4bc29e03d37""",1437,S CREEKSIDE DR,CHULA VISTA,CA,91915,2015-09-28
SULLIVAN ELECTRIC POWER OF CALIF,,,,"""f124de613a687f80""",37210,GLENOAKS RD,TEMECULA,CA,92592,2012-11-15
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9bddcf0a2b390602""",2727,HAZELNUT CT,CHULA VISTA,CA,91915,2019-08-21
SULLIVAN ELECTRICAL,,,,"""f2addc49f1a5834e""",4562,CALAVO DR,LA MESA,CA,91941,2012-02-22
SULLIVAN ELECTRIC & PUMP INC.,,,,"""566ddc0d160298b1""",800,N FLAGLER DR,WEST PALM BEACH,FL,33401,2000-01-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5baa01e8c11b8e9b""",5439,LA JOLLA MESA DR,SAN DIEGO,CA,92037,2021-08-13
SULLIVAN SOLAR POWER,,,839077,"""91161660e624f385""",1468,STANISLAUS DR,CHULA VISTA,CA,91913,2015-04-02
SULLIVAN SOLAR POWER,,,839077,"""898eae3860816beb""",3388,SOYLA DR,OCEANSIDE,CA,92058,2015-02-23
SULLIVAN SOLAR POWER,,,839077,"""b5e82d4556b09c19""",2344,LITTLER LN,OCEANSIDE,CA,92056,2015-09-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""94357b692775e83f""",4751,SEA CORAL DR,SAN DIEGO,CA,92154,2020-11-12
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""407f62833e2967c6""",5905,WAVERLY AVE,SAN DIEGO,CA,92037,2021-08-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6895176bb27dd502""",6056,CLL CAMPOSECO,RANCHO SANTA FE,CA,92067,2020-08-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""34962b3d11beb42a""",1351,BUNNIE KING LN,RAMONA,CA,92065,2019-05-08
SULLIVAN ELECTRIC & PUMP INC.,,,,"""08d1c123623b93f9""",2401,WILLOW SPRINGS DR,BOCA RATON,FL,33496,2003-08-01
SULLIVAN SOLAR POWER,,,839077,"""e1d5149dff3c3a32""",405,HELIX WAY,OCEANSIDE,CA,92057,2015-08-05
SULLIVAN SOLAR POWER,,,839077,"""fd0419a29017f9c4""",1901,STEWART ST,OCEANSIDE,CA,92054,2019-01-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""8f349902d780b235""",1777,BAHAMA PL,COSTA MESA,CA,92626,2019-01-31
D T SULLIVAN ELECTRIC CO.,,,,"""4b3941da60d1bf0f""",37,FERNWOLD PL SPRINGFIELD MA 01104,SPRINGFIELD,MA,,2014-11-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""4b3cda5dd40831fc""",13323,GABILAN RD,SAN DIEGO,CA,92128,2018-12-23
SULLIVAN ELECTRIC & PUMP INC.,,,,"""3ce72844b58c6b9c""",622,S OLIVE AVE,WEST PALM BEACH,FL,33401,2004-01-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""65a7524613d54bc8""",11356,SADDLE COVE LN,SAN DIEGO,CA,92130,2020-12-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e7ec394316f84675""",9895,PSO MONTRIL,SAN DIEGO,CA,92129,2019-06-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""863d78879fefd3c2""",3205,MOUNT TAMI DR,SAN DIEGO,CA,92111,2019-02-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""92c8d311bbeb8eb0""",11217,FLORINDO RD,SAN DIEGO,CA,92127,2020-10-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""97fe96129a2da95e""",14620,CLL DIEGUENO,RANCHO SANTA FE,CA,92091,2015-11-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""514532db907da1bd""",5873,COUGAR WAY,FONTANA,CA,92336,2019-10-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""95e534f3878eb781""",3475,CABALLO LN,FALLBROOK,CA,92028,2016-09-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""93b9861ea11a7ed6""",10065,TIMBERLINE CT,SAN DIEGO,CA,92131,2018-08-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5cde65a833430e73""",2850,VIA ORANGE WAY,SPRING VALLEY,CA,91978,2016-10-27
SULLIVANS ELECTRIC CO. INC.,,,,"""58147a37c17f2487""",1620,WILCO RD,STAYTON,OR,97383,2002-02-27
SULLIVAN ELECTRIC INC.,,,EC140,"""419565758adb6401""",119,30TH AVE N,NASHVILLE,TN,37203,2003-08-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5fef48426fd60857""",16466,FONTLEE LN,FONTANA,CA,92335,2018-09-24
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""ae63a71315f8fcc3""",1650,LONG ST,SANTA CLARA,CA,95050,2020-08-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f14b01197eed8009""",3682,BAYSIDE WK SAN DIEGO CA,SAN DIEGO,CA,,2019-04-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1b968940adeabf79""",4813,FALCONHURST TER,SAN DIEGO,CA,92154,2019-05-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""051bb2d68b24b6d8""",3121,FELTON ST,SAN DIEGO,CA,92104,2019-11-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""8d1104922b00aaf2""",10120,TAYLOR DR,BEAUMONT,CA,92223,2015-08-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bbfe6ead304e9397""",13429,GRANDVIA PT,SAN DIEGO,CA,92130,2018-10-31
SULLIVAN ELECTRIC INC.,,,EC140,"""af51152e4771073c""",119,30TH AVE N,NASHVILLE,TN,37203,2003-08-21
SULLIVAN SOLAR POWER,,,839077,"""992e18b114b4bcba""",893,ASPEN GLEN RD,CHULA VISTA,CA,91914,2015-04-02
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0c6f68f4c3802261""",14084,CHICARITA CREEK RD,SAN DIEGO,CA,92128,2020-02-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0a771964305abc66""",4746,THURSTON PL,SAN DIEGO,CA,92130,2019-10-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1cf2e12a8f9a730c""",15047,OAKSPRING DR,FONTANA,CA,92336,2017-06-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""4526db8c9e0aeace""",821,ESPERANZA PL,CHULA VISTA,CA,91914,2019-07-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""60d48e46e95347ab""",1730,SAMAR DR,COSTA MESA,CA,92626,2020-11-05
SULLIVAN ELECTRIC SERVICES CO.,,,,"""7c8360f4ec38b433""",1822,MOUNT VERNON RD,DUNWOODY,GA,30338,2007-06-05
SULLIVAN SOLAR POWER,,,839077,"""b674e94f96b5c030""",1730,FANWOOD CT,OCEANSIDE,CA,92054,2014-03-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""752555feb9c246a6""",10618,MEADOW GLEN WAY E,ESCONDIDO,CA,92026,2018-10-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""863efad3240022f7""",753,POMELO DR,VISTA,CA,92081,2019-03-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b3867acd816f6221""",9130,VALENCIA ST,SPRING VALLEY,CA,91977,2019-08-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""23a737eca6593c68""",1384,MERRITT TER,EL CAJON,CA,92020,2021-07-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5362a50b66fc9162""",5780,EL CAMINO DEL NORTE,RANCHO SANTA FE,CA,92067,2020-05-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6bea05238c662a33""",364,PLZ LOS OSOS,CHULA VISTA,CA,91914,2016-05-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""ee3c8a023a6e81c8""",6251,PEPPER TREE LN,YORBA LINDA,CA,92886,2013-04-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0f5aa3ddf656b754""",15896,PUESTA DEL SOL LN,RAMONA,CA,92065,2018-02-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6f23d2079cfb2fef""",11079,ICE SKATE PL,SAN DIEGO,CA,92126,2019-05-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""93392f8712b4a03b""",7857,ESTEREL DR,SAN DIEGO,CA,92037,2021-01-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d3d86025f2acd998""",8888,PIPESTONE WAY,SAN DIEGO,CA,92129,2019-05-15
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""67a03c4eefaaccae""",712,DE LA TOBA RD,CHULA VISTA,CA,91911,2018-05-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""eea915b8dd56fd59""",2930,COPLEY AVE,SAN DIEGO,CA,92116,2019-01-16
SULLIVANS ELECTRICAL SERVICE LLC,,,,"""c295d5ceaff3e767""",5536,N DELAWARE ST,INDIANAPOLIS,IN,46220,2021-10-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""fdad937c554a27d8""",4269,SANTA CRUZ AVE,SAN DIEGO,CA,92107,2020-06-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1e5b284dd1e7fca4""",4844,LOUISE DR,SAN DIEGO,CA,92115,2019-04-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9f9e8a2b6d45c906""",3375,DATE ST,SAN DIEGO,CA,92102,2019-01-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9acd0e41a779ba9c""",630,STEFFY RD,RAMONA,CA,92065,2019-01-29
SULLIVAN ELECTRIC SERVICES CO.,,,,"""d7a8fdc9e6290d87""",2866,HERMOSA DR,DECATUR,GA,30034,2007-05-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3edf628ba726629f""",2607,BUNYA ST,NEWPORT BEACH,CA,92660,2014-12-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""783849091b243f8c""",2333,VIA MUNERA,LA JOLLA,CA,92037,2019-06-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""0d2b14a3c91d245f""",12544,JACKSON HILL DR,EL CAJON,CA,92021,2016-04-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5884492ae1c7adf3""",16941,SILVER STAR CT,RIVERSIDE,CA,92506,2017-06-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""58a99641e8d6b764""",10447,RUE DU NUAGE,SAN DIEGO,CA,92131,2019-10-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f50e81c3928857a9""",766,LA CANADA ST,LA JOLLA,CA,92037,2019-04-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d36c5f3295b62232""",27115,BANBURY DR,VALLEY CENTER,CA,92082,2014-06-02
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""37fce53a06649e66""",7412,LAS LUNAS,SAN DIEGO,CA,92127,2019-12-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cf6a9874e5ad7d8d""",2715,29TH ST,SAN DIEGO,CA,92104,2021-04-28
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bc91410dd34af398""",3484,GLADE ST,SAN DIEGO,CA,92115,2020-10-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""11527ff1908c53e9""",31009,LITTLE QUAIL RUN,VALLEY CENTER,CA,92082,2018-11-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7dc3f710b5a2eabf""",12526,CAMPO RD,SPRING VALLEY,CA,91978,2015-02-04
SULLIVAN SOLAR POWER,,,839077,"""d35371ff8f29fd4c""",395,ALAMO WAY,OCEANSIDE,CA,92057,2019-07-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""056d28b25b77d3d8""",16208,VIA DEL ALBA,RANCHO SANTA FE,CA,92067,2015-02-12
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f12e25e572269951""",572,AZALEA ST,CHULA VISTA,CA,91911,2020-01-10
STEPHENSON HEATING AND AI DANNY SULLIVANS PLUMBING AMPED ELECTRIC LLC,,,,"""072e2746d2e7bfb9""",70,THORNWHISTLE PL,GARNER,NC,27529,2020-06-04
